best,alternative,automatic
System with xfce platform apache and sql,tldr-slug:system-with-xfce-platform-apache-and-sql,true
Submit a New Code License or Terms of Service,tldr-title:Submit a New Code License or Terms of Service,true
Submit a New Code License or Terms of Service,submit-a-new-code-license-or-terms-of-service,true
Submit a New Code License or Terms of Service,tldr-slug:submit-a-new-code-license-or-terms-of-service,true
Gửi bài mới Giấy phép Mã hay Điều khoản dịch vụ,tldr-title:Gửi bài mới Giấy phép Mã hay Điều khoản dịch vụ,true
Gửi bài mới Giấy phép Mã hay Điều khoản dịch vụ,gửi-bài-mới-giấy-phép-mã-hay-điều-khoản-dịch-vụ,true
Gửi bài mới Giấy phép Mã hay Điều khoản dịch vụ,tldr-slug:gửi-bài-mới-giấy-phép-mã-hay-điều-khoản-dịch-vụ,true
apache,tldr-slug:apache,true
apache,tldr-title:apache,true
BEMfunction.com,tldr-slug:bemfunction.com,true
BEMfunction.com,tldr-title:BEMfunction.com,true
Title WenCrylonMAIlo,tldr-title:Title WenCrylonMAIlo,true
Title WenCrylonMAIlo,title-wencrylonmailo,true
Title WenCrylonMAIlo,tldr-slug:title-wencrylonmailo,true
webressources,tldr-slug:webressources,true
webressources,tldr-title:webressources,true
OpenMRS Public License,tldr-title:OpenMRS Public License,true
OpenMRS Public License,openmrs-public-license,true
OpenMRS Public License,tldr-slug:openmrs-public-license,true
ReadCube Terms of Use,tldr-title:ReadCube Terms of Use,true
ReadCube Terms of Use,readcube's-terms-of-use,true
ReadCube Terms of Use,tldr-slug:readcube's-terms-of-use,true
Apple Inc. Xcode and Apple SDKs Agreement,tldr-title:Apple Inc. Xcode and Apple SDKs Agreement,true
Apple Inc. Xcode and Apple SDKs Agreement,apple-inc.-xcode-and-apple-sdks-agreement,true
Apple Inc. Xcode and Apple SDKs Agreement,tldr-slug:apple-inc.-xcode-and-apple-sdks-agreement,true
bestmadda,tldr-slug:bestmadda,true
bestmadda,tldr-title:bestmadda,true
Linox ,tldr-title:Linox ,true
Linox ,linox-,true
Linox ,tldr-slug:linox-,true
Kaspersky Security Network,tldr-title:Kaspersky Security Network,true
Kaspersky Security Network,kaspersky-security-network,true
Kaspersky Security Network,tldr-slug:kaspersky-security-network,true
"Iskolai szemléltetési eszköz: az inga gyorsulásának mérése, iskolai adatfeldolgozóval. ","tldr-title:Iskolai szemléltetési eszköz: az inga gyorsulásának mérése, iskolai adatfeldolgozóval. ",true
"Iskolai szemléltetési eszköz: az inga gyorsulásának mérése, iskolai adatfeldolgozóval. ","iskolai-szemléltetési-eszköz:-az-inga-gyorsulásának-mérése,-iskolai-adatfeldolgozóval.-",true
"Iskolai szemléltetési eszköz: az inga gyorsulásának mérése, iskolai adatfeldolgozóval. ","tldr-slug:iskolai-szemléltetési-eszköz:-az-inga-gyorsulásának-mérése,-iskolai-adatfeldolgozóval.-",true
Repzone,tldr-slug:repzone,true
Repzone,tldr-title:Repzone,true
OS X El Capitan License,tldr-title:OS X El Capitan License,true
OS X El Capitan License,os-x-el-capitan-license,true
OS X El Capitan License,tldr-slug:os-x-el-capitan-license,true
JDragonSoap,tldr-slug:jdragonsoap,true
JDragonSoap,tldr-title:JDragonSoap,true
buKitJS License,tldr-title:buKitJS License,true
buKitJS License,bukitjs-license,true
buKitJS License,tldr-slug:bukitjs-license,true
CongRequest,tldr-slug:congrequest,true
CongRequest,tldr-title:CongRequest,true
l,tldr-slug:l,true
l,tldr-title:l,true
ShinobiControls license,tldr-title:ShinobiControls license,true
ShinobiControls license,shinobicontrols-license,true
ShinobiControls license,tldr-slug:shinobicontrols-license,true
Spotify Privacy Policy,tldr-title:Spotify Privacy Policy,true
Spotify Privacy Policy,spotify-privacy-policy,true
Spotify Privacy Policy,tldr-slug:spotify-privacy-policy,true
License of XHSK-Home's Source,tldr-title:License of XHSK-Home's Source,true
License of XHSK-Home's Source,license-of-xhsk-home's-source,true
License of XHSK-Home's Source,tldr-slug:license-of-xhsk-home's-source,true
Atlassian Customer Agreement,tldr-title:Atlassian Customer Agreement,true
Atlassian Customer Agreement,atlassian-customer-agreement,true
Atlassian Customer Agreement,tldr-slug:atlassian-customer-agreement,true
 CC-by-acidburn0 ,tldr-title: CC-by-acidburn0 ,true
 CC-by-acidburn0 ,-cc-by-acidburn0-,true
 CC-by-acidburn0 ,tldr-slug:-cc-by-acidburn0-,true
YouTube Partner Program Terms,tldr-title:YouTube Partner Program Terms,true
YouTube Partner Program Terms,youtube-partner-program-terms,true
YouTube Partner Program Terms,tldr-slug:youtube-partner-program-terms,true
madre@vipmail.hu,tldr-slug:madre@vipmail.hu,true
madre@vipmail.hu,tldr-title:madre@vipmail.hu,true
JAVA DISTRIBUTION LICENSE (JDL-1.1.X),tldr-title:JAVA DISTRIBUTION LICENSE (JDL-1.1.X),true
JAVA DISTRIBUTION LICENSE (JDL-1.1.X),java-advanced-imaging-distribution-license-(ver.-1.1.x),true
JAVA DISTRIBUTION LICENSE (JDL-1.1.X),tldr-slug:java-advanced-imaging-distribution-license-(ver.-1.1.x),true
Open Software License 2.1 (OSL-2.1),tldr-title:Open Software License 2.1 (OSL-2.1),true
Open Software License 2.1 (OSL-2.1),open-software-license-2.1-(osl-2.1),true
Open Software License 2.1 (OSL-2.1),tldr-slug:open-software-license-2.1-(osl-2.1),true
Open Software License 2.0 (OSL-2.0),tldr-title:Open Software License 2.0 (OSL-2.0),true
Open Software License 2.0 (OSL-2.0),open-software-license-2.0-(osl-2.0),true
Open Software License 2.0 (OSL-2.0),tldr-slug:open-software-license-2.0-(osl-2.0),true
Open Software License 1.1 (OSL-1.1),tldr-title:Open Software License 1.1 (OSL-1.1),true
Open Software License 1.1 (OSL-1.1),open-software-license-1.1-(osl-1.1),true
Open Software License 1.1 (OSL-1.1),tldr-slug:open-software-license-1.1-(osl-1.1),true
Open Software License 1.0 (OSL-1.0),tldr-title:Open Software License 1.0 (OSL-1.0),true
Open Software License 1.0 (OSL-1.0),open-software-license-1.0-(opl-1.0),true
Open Software License 1.0 (OSL-1.0),tldr-slug:open-software-license-1.0-(opl-1.0),true
AWS (Amazon Web Services) Customer Agreement,tldr-title:AWS (Amazon Web Services) Customer Agreement,true
AWS (Amazon Web Services) Customer Agreement,aws-(amazon-web-services)-customer-agreement,true
AWS (Amazon Web Services) Customer Agreement,tldr-slug:aws-(amazon-web-services)-customer-agreement,true
Zope Public License 1.1 (ZPL-1.1),tldr-title:Zope Public License 1.1 (ZPL-1.1),true
Zope Public License 1.1 (ZPL-1.1),zope-public-license-1.1-(zpl-1.1),true
Zope Public License 1.1 (ZPL-1.1),tldr-slug:zope-public-license-1.1-(zpl-1.1),true
Xerox License (Xerox),tldr-title:Xerox License (Xerox),true
Xerox License (Xerox),xerox-license-(xerox),true
Xerox License (Xerox),tldr-slug:xerox-license-(xerox),true
Apple MIT License (AML),tldr-title:Apple MIT License (AML),true
Apple MIT License (AML),apple-mit-license-(aml),true
Apple MIT License (AML),tldr-slug:apple-mit-license-(aml),true
Simple non code license (SNCL),tldr-title:Simple non code license (SNCL),true
Simple non code license (SNCL),simple-non-code-license-(sncl),true
Simple non code license (SNCL),tldr-slug:simple-non-code-license-(sncl),true
CeCILL Free Software License Agreement v1.1 (CECILL-1.1),tldr-title:CeCILL Free Software License Agreement v1.1 (CECILL-1.1),true
CeCILL Free Software License Agreement v1.1 (CECILL-1.1),cecill-free-software-license-agreement-v1.1-(cecill-1.1),true
CeCILL Free Software License Agreement v1.1 (CECILL-1.1),tldr-slug:cecill-free-software-license-agreement-v1.1-(cecill-1.1),true
CeCILL Free Software License Agreement v1.0 (CECILL-1.0),tldr-title:CeCILL Free Software License Agreement v1.0 (CECILL-1.0),true
CeCILL Free Software License Agreement v1.0 (CECILL-1.0),cecill-free-software-license-agreement-v1.0-(cecill-1.0),true
CeCILL Free Software License Agreement v1.0 (CECILL-1.0),tldr-slug:cecill-free-software-license-agreement-v1.0-(cecill-1.0),true
Mug Foundation open formats license,tldr-title:Mug Foundation open formats license,true
Mug Foundation open formats license,mug-foundation-open-formats-license,true
Mug Foundation open formats license,tldr-slug:mug-foundation-open-formats-license,true
Apache License 1.1 (Apache-1.1),tldr-title:Apache License 1.1 (Apache-1.1),true
Apache License 1.1 (Apache-1.1),apache-license-1.1,true
Apache License 1.1 (Apache-1.1),tldr-slug:apache-license-1.1,true
: 'gradle/gradle-mvn-push.gradle',tldr-title:: 'gradle/gradle-mvn-push.gradle',true
: 'gradle/gradle-mvn-push.gradle',:-'gradle-gradle-mvn-push.gradle',true
: 'gradle/gradle-mvn-push.gradle',tldr-slug::-'gradle-gradle-mvn-push.gradle',true
YOU49,tldr-slug:you49,true
YOU49,tldr-title:YOU49,true
DejaVu Fonts License v1.00,tldr-title:DejaVu Fonts License v1.00,true
DejaVu Fonts License v1.00,dejavu-fonts-license-v1.00,true
DejaVu Fonts License v1.00,tldr-slug:dejavu-fonts-license-v1.00,true
Aplicativo de gerenciamento de websites,tldr-title:Aplicativo de gerenciamento de websites,true
Aplicativo de gerenciamento de websites,aplicativo-de-gerenciamento-de-websites,true
Aplicativo de gerenciamento de websites,tldr-slug:aplicativo-de-gerenciamento-de-websites,true
The Spice Software License Version 1.1 (Spice-1.1),tldr-title:The Spice Software License Version 1.1 (Spice-1.1),true
The Spice Software License Version 1.1 (Spice-1.1),the-spice-software-license-version-1.1,true
The Spice Software License Version 1.1 (Spice-1.1),tldr-slug:the-spice-software-license-version-1.1,true
eBay India Global EasyBuy Addendum,tldr-title:eBay India Global EasyBuy Addendum,true
eBay India Global EasyBuy Addendum,ebay-india-global-easybuy-addendum,true
eBay India Global EasyBuy Addendum,tldr-slug:ebay-india-global-easybuy-addendum,true
Dannaishot,tldr-slug:dannaishot,true
Dannaishot,tldr-title:Dannaishot,true
Computrace,tldr-slug:computrace,true
Computrace,tldr-title:Computrace,true
VMware vSphere End User License Agreement,tldr-title:VMware vSphere End User License Agreement,true
VMware vSphere End User License Agreement,vmware-vsphere-end-user-license-agreement,true
VMware vSphere End User License Agreement,tldr-slug:vmware-vsphere-end-user-license-agreement,true
Air Software EULA,tldr-title:Air Software EULA,true
Air Software EULA,air-software-eula,true
Air Software EULA,tldr-slug:air-software-eula,true
"Google Play Developer Distribution Agreement (May 5, 2015)","tldr-title:Google Play Developer Distribution Agreement (May 5, 2015)",true
"Google Play Developer Distribution Agreement (May 5, 2015)","google-play-developer-distribution-agreement-(may-5,-2015)",true
"Google Play Developer Distribution Agreement (May 5, 2015)","tldr-slug:google-play-developer-distribution-agreement-(may-5,-2015)",true
VatSpy EULA,tldr-title:VatSpy EULA,true
VatSpy EULA,vatspy-eula,true
VatSpy EULA,tldr-slug:vatspy-eula,true
IDGAF v1.0,tldr-title:IDGAF v1.0,true
IDGAF v1.0,idgaf-v1.0,true
IDGAF v1.0,tldr-slug:idgaf-v1.0,true
Unreal Engine End User License Agreement v9,tldr-title:Unreal Engine End User License Agreement v9,true
Unreal Engine End User License Agreement v9,unreal-engine-end-user-license-agreement-version-9,true
Unreal Engine End User License Agreement v9,tldr-slug:unreal-engine-end-user-license-agreement-version-9,true
Koaned Privacy Policy,tldr-title:Koaned Privacy Policy,true
Koaned Privacy Policy,koaned-privacy-policy,true
Koaned Privacy Policy,tldr-slug:koaned-privacy-policy,true
Koaned Terms of Service,tldr-title:Koaned Terms of Service,true
Koaned Terms of Service,koaned-terms-of-service,true
Koaned Terms of Service,tldr-slug:koaned-terms-of-service,true
Very Simple Public License (VSPL),tldr-title:Very Simple Public License (VSPL),true
Very Simple Public License (VSPL),very-simple-public-license-(vspl),true
Very Simple Public License (VSPL),tldr-slug:very-simple-public-license-(vspl),true
ScheduALL Software License,tldr-title:ScheduALL Software License,true
ScheduALL Software License,scheduall-software-license,true
ScheduALL Software License,tldr-slug:scheduall-software-license,true
Academic Free License 3.0 (AFL),tldr-title:Academic Free License 3.0 (AFL),true
Academic Free License 3.0 (AFL),academic-free-license-3.0-(afl),true
Academic Free License 3.0 (AFL),tldr-slug:academic-free-license-3.0-(afl),true
Academic Free License 3.0 (AFL),afl3,true
Academic Free License 3.0 (AFL),tldr:afl3,true
fdl,tldr:fdl,true
fdl,GNU Free Documentation License v1.3 (FDL-1.3),true
fdl,tldr-title:GNU Free Documentation License v1.3 (FDL-1.3),true
fdl,gnu-free-documentation-license,true
fdl,tldr-slug:gnu-free-documentation-license,true
neve,tldr-slug:neve,true
neve,tldr-title:neve,true
TrackingTeam Licence,tldr-title:TrackingTeam Licence,true
TrackingTeam Licence,trackingteam-licence,true
TrackingTeam Licence,tldr-slug:trackingteam-licence,true
FWDraggableSwipePlayer,tldr-slug:fwdraggableswipeplayer,true
FWDraggableSwipePlayer,tldr-title:FWDraggableSwipePlayer,true
Ingress,tldr-slug:ingress,true
Ingress,tldr-title:Ingress,true
kendoui,tldr-slug:kendoui,true
kendoui,tldr-title:kendoui,true
itos systems ,tldr-title:itos systems ,true
itos systems ,itos-systems-,true
itos systems ,tldr-slug:itos-systems-,true
Grim,tldr-slug:grim,true
Grim,tldr-title:Grim,true
Macro data bank VOULT ,tldr-title:Macro data bank VOULT ,true
Macro data bank VOULT ,macro-data-bank-voult-,true
Macro data bank VOULT ,tldr-slug:macro-data-bank-voult-,true
 disclosures space show mazes and front data files ,tldr-title: disclosures space show mazes and front data files ,true
 disclosures space show mazes and front data files ,-disclosures-space-show-mazes-and-front-data-files-,true
 disclosures space show mazes and front data files ,tldr-slug:-disclosures-space-show-mazes-and-front-data-files-,true
Egreen Open Source ,tldr-title:Egreen Open Source ,true
Egreen Open Source ,egreen-open-source-,true
Egreen Open Source ,tldr-slug:egreen-open-source-,true
Skype Terms of Use,tldr-title:Skype Terms of Use,true
Skype Terms of Use,skype-terms-of-use,true
Skype Terms of Use,tldr-slug:skype-terms-of-use,true
Marinetraffic User Agreement,tldr-title:Marinetraffic User Agreement,true
Marinetraffic User Agreement,marinetraffic-user-agreement,true
Marinetraffic User Agreement,tldr-slug:marinetraffic-user-agreement,true
Factual Terms of Service,tldr-title:Factual Terms of Service,true
Factual Terms of Service,factual-terms-of-service,true
Factual Terms of Service,tldr-slug:factual-terms-of-service,true
Jetbrains,tldr-slug:jetbrains,true
Jetbrains,tldr-title:Jetbrains,true
Do What The Fuck You Want To But It's Not My Fault Public License v1 (WTFNMFPL-1.0),tldr-title:Do What The Fuck You Want To But It's Not My Fault Public License v1 (WTFNMFPL-1.0),true
Do What The Fuck You Want To But It's Not My Fault Public License v1 (WTFNMFPL-1.0),do-what-the-fuck-you-want-to-but-it's-not-my-fault-public-license-v1-(wtfnmfpl-1.0),true
Do What The Fuck You Want To But It's Not My Fault Public License v1 (WTFNMFPL-1.0),tldr-slug:do-what-the-fuck-you-want-to-but-it's-not-my-fault-public-license-v1-(wtfnmfpl-1.0),true
Google Play Developer Distribution Agreement,tldr-title:Google Play Developer Distribution Agreement,true
Google Play Developer Distribution Agreement,google-play-developer-distribution-agreement,true
Google Play Developer Distribution Agreement,tldr-slug:google-play-developer-distribution-agreement,true
Zebra SDK,tldr-title:Zebra SDK,true
Zebra SDK,zebra-sdk,true
Zebra SDK,tldr-slug:zebra-sdk,true
Foxit EULA,tldr-title:Foxit EULA,true
Foxit EULA,foxit-reader-7,true
Foxit EULA,tldr-slug:foxit-reader-7,true
Image Our World Terms and Conditions,tldr-title:Image Our World Terms and Conditions,true
Image Our World Terms and Conditions,image-our-world-terms-and-conditions,true
Image Our World Terms and Conditions,tldr-slug:image-our-world-terms-and-conditions,true
Valve Corporation Steamworks SDK Access Agreement,tldr-title:Valve Corporation Steamworks SDK Access Agreement,true
Valve Corporation Steamworks SDK Access Agreement,valve-corporation-steamworks-sdk-access-agreement,true
Valve Corporation Steamworks SDK Access Agreement,tldr-slug:valve-corporation-steamworks-sdk-access-agreement,true
debuglog,tldr-slug:debuglog,true
debuglog,tldr-title:debuglog,true
Google Apps for Education - User End Terms of Service,tldr-title:Google Apps for Education - User End Terms of Service,true
Google Apps for Education - User End Terms of Service,google-apps-for-education---user-end-terms-of-service,true
Google Apps for Education - User End Terms of Service,tldr-slug:google-apps-for-education---user-end-terms-of-service,true
Charity Software License,tldr-title:Charity Software License,true
Charity Software License,charity-software-license,true
