lfc,names,ambiguousNames
Metaeffekt Universe,"[""TCL-terms-only"",""TCL License (terms only)""]","[""TCL License (terms only)"",""scancode:newlib-historical""]"
Metaeffekt Universe,"[""TeX-Exception-GPL-3.0"",""TeX Exception (to GPL 3.0)""]","[""scancode:tex-exception""]"
Metaeffekt Universe,"[""TeX-Live"",""TeX Live License""]","[""TeX Live License"",""scancode:tex-live""]"
Metaeffekt Universe,"[""TeamDev-Services"",""TeamDev Services License""]","[""https://www.teamdev.com/services"",""scancode:teamdev-services""]"
Metaeffekt Universe,"[""TekHVC"",""TekHVC License""]","[""TekHVC License""]"
Metaeffekt Universe,"[""Telerik-eula"",""Telerik EULA""]","[""Telerik EULA"",""scancode:telerik-eula""]"
Metaeffekt Universe,"[""Tenable-Nessus"",""Tenable Nessus Software License and Subscription Agreement""]","[""TENABLE NETWORK SECURITY, INC. NESSUS SOFTWARE LICENSE AND SUBSCRIPTION AGREEMENT"",""scancode:tenable-nessus""]"
Metaeffekt Universe,"[""Term-Readkey"",""Term Readkey License""]","[""Term Readkey License"",""scancode:term-readkey""]"
Metaeffekt Universe,"[""TPL-1.0"",""Terracotta Public License 1.0""]","[""Terracotta Public License 1.0"",""scancode:tpl-1.0""]"
Metaeffekt Universe,"[""Tested-Software"",""Tested Software License""]","[""Tested Software License"",""scancode:tested-software""]"
Metaeffekt Universe,"[""TI-Broadband-Apps"",""Texas Instruments Broadband Applications License""]","[""Texas Instruments Broadband Applications License"",""ti-broadband-apps"",""scancode:ti-broadband-apps""]"
Metaeffekt Universe,"[""TexasInstruments-Limited"",""Texas Instruments Limited License""]","[""Texas Instruments Limited License""]"
Metaeffekt Universe,"[""TI-Restricted-Use"",""Texas Instruments Restricted Use License""]","[""Texas Instruments Restricted Use License"",""scancode:ti-restricted""]"
Metaeffekt Universe,"[""TSO"",""Theodore Ts'o License""]","[""Theodore Ts'o license"",""scancode:tso-license""]"
Metaeffekt Universe,"[""TIM-PL"",""Things I Made (TIM) Public License""]","[""THINGS I MADE (TIM) PUBLIC LICENSE"",""scancode:things-i-made-public-license""]"
Metaeffekt Universe,"[""Thomas-Bandt"",""Thomas Bandt License""]","[""Thomas Bandt License"",""scancode:thomas-bandt""]"
Metaeffekt Universe,"[""Tiger-Cryptography"",""Tiger Cryptography License""]","[""http://www.cs.technion.ac.il/~biham/Reports/Tiger/"",""Tiger Cryptography"",""scancode:tiger-crypto""]"
Metaeffekt Universe,"[""Tigra-Calendar-3.2"",""Tigra Calendar License 3.2""]","[""http://www.softcomplex.com/products/tigra_calendar/"",""Tigra Calendar v3.2 License"",""scancode:tigra-calendar-3.2""]"
Metaeffekt Universe,"[""TZ-Database-Ownership"",""Time Zone Database Ownership License""]",[]
Metaeffekt Universe,"[""TSL-2018"",""Timescale License Agreement 2018""]","[""Timescale License Agreement 2018"",""scancode:tsl-2018""]"
Metaeffekt Universe,"[""TSL-2020"",""Timescale License Agreement 2020""]","[""Timescale License Agreement 2020"",""scancode:tsl-2020""]"
Metaeffekt Universe,"[""Timestamp-Picker"",""Timestamp Picker License""]","[""Timestamp Picker License"",""scancode:timestamp-picker""]"
Metaeffekt Universe,"[""Tizen-SDK"",""Tizen SDK License""]","[""Tizen SDK License Agreement"",""scancode:tizen-sdk""]"
Metaeffekt Universe,"[""TM-XML-Terms"",""TM-XML Terms""]","[""http://www.tm-xml.org"",""TM-XML""]"
Metaeffekt Universe,"[""TRCA-ODL-1.0"",""Toronto Region Conservation Authority Open Data Licence 1.0""]","[""Toronto and Region Conservation Authority (TRCA) Open Data Licence v1.0"",""scancode:trca-odl-1.0""]"
Metaeffekt Universe,"[""TGPPL-1.0"",""Transitive Grace Period Public Licence 1.0""]","[""http://allmydata.org/source/tahoe/trunk/COPYING.TGPPL.html"",""Transitive Grace Period Public Licence ('TGPPL') v. 1.0"",""scancode:tgppl-1.0""]"
Metaeffekt Universe,"[""TreeView-Developer"",""TreeView Developer License""]","[""TreeView License: Developer's License"",""scancode:treeview-developer""]"
Metaeffekt Universe,"[""TreeView-Distributor"",""TreeView Distributor License""]","[""TreeView License: Distributor's License"",""scancode:treeview-distributor""]"
Metaeffekt Universe,"[""TripTracker"",""TripTracker Slideshow License""]","[""http://slideshow.triptracker.net"",""TripTracker Slideshow License"",""scancode:triptracker""]"
Metaeffekt Universe,"[""Trolltech-1.0"",""Trolltech Exception 1.0""]","[""Trolltech Exception 1.0"",""scancode:trolltech-gpl-exception-1.0""]"
Metaeffekt Universe,"[""Trolltech-1.1"",""Trolltech Exception 1.1""]","[""Trolltech Exception 1.1"",""scancode:trolltech-gpl-exception-1.1""]"
Metaeffekt Universe,"[""Trolltech-1.2"",""Trolltech Exception 1.2""]","[""scancode:trolltech-gpl-exception-1.2""]"
Metaeffekt Universe,"[""TrueCrypt-3.1"",""TrueCrypt License 3.1""]","[""TrueCrypt License 3.1"",""scancode:truecrypt-3.1""]"
Metaeffekt Universe,"[""TTF-Symbola"",""TTF Symbola Terms""]","[""TTF Symbola Terms""]"
Metaeffekt Universe,"[""TTWL-Tabs"",""TTWL Tabs""]","[""TTWL-Tabs""]"
Metaeffekt Universe,"[""TTWL-Wrap-Variant"",""TTWL Wrap Variant""]","[""TTWL-Wrap-Variant""]"
Metaeffekt Universe,"[""TXL-10.5"",""TXL License 10.5""]","[""http://fossat.googlecode.com/svn/trunk/bin/COPYRIGHT.txt"",""TXL 10.5"",""TXL License"",""scancode:txl-10.5""]"
Metaeffekt Universe,"[""u-boot-exception-2.0"",""U-Boot Exception 2.0"",""U-Boot-Exception-2.0""]","[""https://spdx.org/licenses/u-boot-exception-2.0"",""The U-Boot Exception"",""scancode:u-boot-exception-2.0""]"
Metaeffekt Universe,"[""Ubuntu-Font-1.0"",""Ubuntu Font Licence 1.0""]","[""Ubuntu Font License"",""UBUNTU FONT LICENCE Version 1.0"",""scancode:ubuntu-font-1.0""]"
Metaeffekt Universe,"[""UCD-TOU"",""UCD Terms of Use""]","[""UCD Terms of Use""]"
Metaeffekt Universe,"[""UN/CEFACT-Specification"",""UN/CEFACT Specification License""]","[""UN/EFACT Specification License"",""UN/CEFACT Specification License"",""Schema Copyright (C) UN/EFACT"",""Schema Copyright (C) UN/CEFACT""]"
Metaeffekt Universe,"[""UNPBook"",""UNIX Network Programming Book License""]","[""UNIX Network Programming Book License"",""scancode:unpbook""]"
Metaeffekt Universe,"[""UnRar"",""UnRar License""]","[""UnRar License"",""unRAR license"",""scancode:unrar""]"
Metaeffekt Universe,"[""UnRar-Source"",""UnRar Source""]",[]
Metaeffekt Universe,"[""LDAP-SDK-Free-Use"",""UnboundID LDAP SDK Free Use License""]","[""ldap-sdk-free-use"",""scancode:ldap-sdk-free-use""]"
Metaeffekt Universe,"[""Unclear"",""Unclear License Terms""]","[""Except when explicitly stated as GPL, programming examples within this part can be used and distributed without restrictions""]"
Metaeffekt Universe,"[""Unicode-DFS"",""Unicode DFS License""]","[""Unicode DFS, Version 2008"",""Unicode DFS, 2008"",""Unicode-DFS, Version 2008"",""Unicode-DFS 2008"",""Unicode DFS License, Version 2008"",""Unicode DFS License 2008"",""Unicode-DFS License, Version 2008"",""Unicode-DFS License, 2008"",""scancode:unicode"",""scancode:unicode-data-software""]"
Metaeffekt Universe,"[""Unicode-Mappings"",""Unicode Mappings License""]","[""Unicode Mappings License"",""scancode:unicode-mappings""]"
Metaeffekt Universe,"[""Unicode-Terms-2004"",""Unicode Terms (2004)""]","[""Unicode Terms (2004)""]"
Metaeffekt Universe,"[""US-Gov-Public-Domain"",""United States Government Public Domain""]","[""United States Government Public Domain"",""scancode:us-govt-public-domain""]"
Metaeffekt Universe,"[""Univention-Terms"",""Univention Terms""]",[]
Metaeffekt Universe,"[""Universal-FOSS-exception-1.0"",""Universal FOSS Exception 1.0""]","[""https://spdx.org/licenses/universal-foss-exception-1.0"",""The Universal FOSS Exception, Version 1.0"",""the Universal FOSS Exception, Version 1.0"",""scancode:universal-foss-exception-1.0""]"
Metaeffekt Universe,"[""UBC"",""University of British Columbia License""]","[""University of British Columbia License"",""scancode:ubc""]"
Metaeffekt Universe,"[""Notre-Dame"",""University of Notre Dame License""]","[""notre-dame"",""scancode:notre-dame""]"
Metaeffekt Universe,"[""UoFU-RFPL"",""University of Utah Research Foundation Public License""]","[""http://www.cs.utah.edu/~gk/teem/txt/LICENSE.txt"",""UNIVERSITY OF UTAH RESEARCH FOUNDATION PUBLIC LICENSE"",""scancode:uofu-rfpl""]"
Metaeffekt Universe,"[""Free-Fork"",""University of Washington Free-Fork License""]","[""free-fork"",""scancode:free-fork""]"
Metaeffekt Universe,"[""Unlimited-Binary-Linking"",""Unlimited Binary Linking Exception""]","[""Unlimited Binary Linking Exception"",""scancode:unlimited-binary-linking""]"
Metaeffekt Universe,"[""Unlimited-Linking-gpl"",""Unlimited Linking Exception (to GPL)""]","[""Unlimited Linking Exception (to GPL)"",""scancode:unlimited-linking-exception-gpl""]"
Metaeffekt Universe,"[""Unlimited-Linking-lgpl"",""Unlimited Linking Exception (to LGPL)""]","[""Unlimited Linking Exception (to LGPL)"",""scancode:unlimited-linking-exception-lgpl""]"
Metaeffekt Universe,"[""Unpublished-Source"",""Unpublished Source License""]","[""Unpublished Source License"",""scancode:unpublished-source""]"
Metaeffekt Universe,"[""UPX-"",""UPX Exception""]","[""UPX Exception"",""scancode:upx-exception-2.0-plus""]"
Metaeffekt Universe,"[""US-Gov-Unlimited-Rights"",""US Government Grant of Unlimited Rights""]","[""US Government Grant of Unlimited Rights"",""scancode:us-govt-unlimited-rights""]"
Metaeffekt Universe,"[""USRobotics-Permissive"",""USRobotics Permissive License""]","[""USRobotics Permissive License"",""scancode:usrobotics-permissive""]"
Metaeffekt Universe,"[""Utopia"",""Utopia License""]","[""Utopia License"",""scancode:utopia""]"
Metaeffekt Universe,"[""vbAccelerator"",""vbAccelerator Distribution Notice""]","[""vbAccelerator Distribution Notice"",""scancode:vbaccelerator""]"
Metaeffekt Universe,"[""VCalendar"",""VCalendar License""]","[""VCalendar License"",""scancode:vcalendar""]"
Metaeffekt Universe,"[""Verbatim-Copying"",""Verbatim Copying License""]","[""Verbatim Copying License""]"
Metaeffekt Universe,"[""Verbatim-Copying-Permission"",""Verbatim Copying Permission""]","[""Verbatim Copying Permission""]"
Metaeffekt Universe,"[""Verbatim"",""Verbatim License""]","[""Verbatim License"",""scancode:verbatim-manual""]"
Metaeffekt Universe,"[""VeriSign"",""VeriSign License""]","[""http://www.verisign.com/repository/CPS"",""scancode:verisign""]"
Metaeffekt Universe,"[""Vicomsoft-Software"",""Vicomsoft Software License""]","[""VICOMSOFT SOFTWARE LICENSE"",""scancode:vicomsoft-software""]"
Metaeffekt Universe,"[""Visual-Idiot"",""Visual Idiot License""]","[""licence.visualidiot.com"",""scancode:visual-idiot""]"
Metaeffekt Universe,"[""Visual-Numerics"",""Visual Numerics License""]","[""Visual Numerics License"",""scancode:visual-numerics""]"
Metaeffekt Universe,"[""Vitesse-Proprietary"",""Vitesse Proprietary Notice""]","[""Vitesse Proprietary Notice"",""scancode:vitesse-prop""]"
Metaeffekt Universe,"[""Vixie-Cron"",""Vixie Cron License""]","[""Vixie Cron License"",""scancode:vixie-cron""]"
Metaeffekt Universe,"[""VNC-Viewer-iOS"",""VNCViewer for iOS EULA""]","[""VNCViewer for iOS END-USER LICENCE AGREEMENT"",""scancode:vnc-viewer-ios""]"
Metaeffekt Universe,"[""VS10x-Code-Map"",""VS10x Code Map""]","[""http://visualstudiogallery.msdn.microsoft.com/site/1c54d1bd-d898-4705-903f-fa4a319b50f2/eula?licenseType=None"",""scancode:vs10x-code-map""]"
Metaeffekt Universe,"[""W3C-Document"",""W3C Document License""]","[""W3C Document License"",""scancode:w3c-docs-20021231""]"
Metaeffekt Universe,"[""W3C-Document-Notice"",""W3C Document Notice and License""]","[""W3C\174 DOCUMENT NOTICE AND LICENSE"",""W3C DOCUMENT NOTICE AND LICENSE"",""scancode:w3c-docs-19990405""]"
Metaeffekt Universe,"[""W3C-?"",""W3C License (undefined)""]","[""under W3C"",""W3C License"",""W3C Software Copyright Notice and License"",""W3C Software License"",""W3C(R) SOFTWARE NOTICE AND LICENSE"",""W3C\174 Software License"",""AND W3C""]"
Metaeffekt Universe,"[""W3C-Test-Suite"",""W3C Test Suite License""]","[""W3C Test Suite Licence""]"
Metaeffekt Universe,"[""Westhawk"",""Westhawk License""]","[""Westhawk License"",""scancode:westhawk""]"
Metaeffekt Universe,"[""Whistle"",""Whistle Communications License""]","[""Whistle Communications License"",""scancode:whistle""]"
Metaeffekt Universe,"[""WIDE"",""WIDE License""]","[""WIDE License"",""scancode:wide-license""]"
Metaeffekt Universe,"[""Wi-Fi-Alliance"",""Wi-Fi Alliance License""]","[""Wi-Fi Alliance License"",""scancode:wifi-alliance""]"
Metaeffekt Universe,"[""WOL"",""Wide Open License""]","[""The Wide Open License (WOL)"",""scancode:wol""]"
Metaeffekt Universe,"[""William-Alexander"",""William Alexander License""]","[""William Alexander License"",""scancode:william-alexander""]"
Metaeffekt Universe,"[""WinZip-Self-Extractor"",""WinZip Self-Extractor License""]","[""WinZip Self-Extractor License"",""scancode:winzip-self-extractor""]"
Metaeffekt Universe,"[""WindRiver-Commercial"",""Wind River License""]","[""http://www.windriver.com/licensing/"",""scancode:windriver-commercial""]"
Metaeffekt Universe,"[""Windows-Binary-Conditions"",""Windows Binary Build Conditions""]","[""Windows Binary Build Conditions""]"
Metaeffekt Universe,"[""Wink"",""Wink License""]","[""Wink License"",""scancode:wink""]"
Metaeffekt Universe,"[""wingo"",""wingo License""]","[""http://www.wingo.com/jt_/jt_license.html"",""http://www.wingo.com/jt_/license.html"",""scancode:wingo""]"
Metaeffekt Universe,"[""WordNet-?"",""WordNet License (undefinded)""]","[""Wordnet License"",""scancode:wordnet""]"
Metaeffekt Universe,"[""WordNet"",""WordNet License 1.6""]","[""WordNet 1.6 License"",""WordNet License 1.6""]"
Metaeffekt Universe,"[""Wrox-Download"",""Wrox Download Terms and Conditions""]","[""Wrox Download Terms and Conditions"",""wrox-download"",""scancode:wrox-download""]"
Metaeffekt Universe,"[""Wrox"",""Wrox Press License""]","[""http://www.wrox.com/WileyCDA/Section/Wrox-Download-Code-FAQ.id-106010.html#terms"",""scancode:wrox""]"
Metaeffekt Universe,"[""WS-Addressing-Specification"",""WS-Addressing Specification License""]","[""WS Addressing Specification License"",""WS/WS-Addressing.xsd"",""scancode:ws-addressing-spec""]"
Metaeffekt Universe,"[""WS-Policy-Specification"",""WS-Policy Specification""]","[""WS-Policy Specification"",""scancode:ws-policy-specification""]"
Metaeffekt Universe,"[""WS-Reliable-Messaging"",""WS Reliable Messaging License""]","[""WS Reliable Messaging License""]"
Metaeffekt Universe,"[""WS-Reliable-Messaging-Policy"",""WS Reliable Messaging Policy""]","[""WS Reliable Messaging Policy""]"
Metaeffekt Universe,"[""WS-Trust-Specification"",""WS-Trust Specification""]","[""WS-Trust Specification"",""scancode:ws-trust-specification""]"
Metaeffekt Universe,"[""WTFPL-1.0"",""WTF Public License 1.0""]","[""http://cvs.windowmaker.org/co.php/wm/COPYING.WTFPL"",""http://hg.windowmaker.info/wmaker/file/0a3a3e370483/COPYING.WTFPL"",""do What The Fuck you want to Public License"",""scancode:wtfpl-1.0""]"
Metaeffekt Universe,"[""WTFNMF-1.0"",""WTFNMF Public License 1.0""]","[""DO WHAT THE FUCK YOU WANT TO BUT IT'S NOT MY FAULT PUBLIC LICENSE"",""scancode:wtfnmfpl-1.0""]"
Metaeffekt Universe,"[""WTHPL-1.0"",""WTH Public License 1.0""]","[""DO WHAT THE HELL YOU WANT TO PUBLIC LICENSE Version 1.0.0"",""scancode:wthpl-1.0""]"
Metaeffekt Universe,"[""WxWindows-exception-3.1"",""WxWindows Library Exception 3.1""]","[""WxWindows exception, Version 3.1"",""WxWindows exception, 3.1"",""WxWindows-exception, Version 3.1"",""WxWindows-exception, 3.1"",""wxWindows Library Licence"",""scancode:wxwindows-exception-3.1""]"
Metaeffekt Universe,"[""wxWidgets"",""wxWidgets Licence""]","[""http://www.wxwidgets.org/about/licence.htm"",""scancode:wxwidgets""]"
Metaeffekt Universe,"[""wxWindows-R-3.0"",""wxWindows Restricted Licence 3.0""]","[""wxWindows Restricted Licence, Version 3"",""scancode:wxwindows-r-3.0""]"
Metaeffekt Universe,"[""wxWindows-U-3.0"",""wxWindows Unrestricted Licence 3.0""]","[""wxWindows Unrestricted Licence, Version 3"",""scancode:wxwindows-u-3.0""]"
Metaeffekt Universe,"[""X11-R5-Authors"",""X11-R5 Authors""]","[""X11-R5 Authors"",""scancode:x11r5-authors""]"
Metaeffekt Universe,"[""X11-Adobe"",""X11-Style (Adobe)""]","[""X11-Style (Adobe)"",""scancode:x11-adobe""]"
Metaeffekt Universe,"[""X11-Adobe-DEC"",""X11-Style (Adobe-DEC)""]","[""X11-Style (Adobe-DEC)"",""scancode:x11-adobe-dec""]"
Metaeffekt Universe,"[""X11-DEC2"",""X11-Style (DEC 2)""]","[""x11-dec2"",""scancode:x11-dec2""]"
Metaeffekt Universe,"[""X11-DSC"",""X11-Style (DSC Technologies)""]","[""X11-Style (DSC Technologies)"",""scancode:x11-dsc""]"
Metaeffekt Universe,"[""X11-Hanson"",""X11-Style (David R. Hanson)""]","[""X11-Style (David R. Hanson)"",""scancode:x11-hanson""]"
Metaeffekt Universe,"[""X11-OAR"",""X11-Style (OAR)""]","[""X11-Style (OAR)"",""scancode:x11-oar""]"
Metaeffekt Universe,"[""X11-Quarterdeck"",""X11-Style (Quarterdeck)""]","[""X11-Style (Quarterdeck)"",""scancode:x11-quarterdeck""]"
Metaeffekt Universe,"[""X11-SG"",""X11-Style (Silicon Graphics)""]","[""X11-Style (Silicon Graphics)"",""scancode:x11-sg""]"
Metaeffekt Universe,"[""X11-stanford"",""X11-Style (Stanford University)""]","[""X11-Style (Stanford University)"",""scancode:x11-stanford""]"
Metaeffekt Universe,"[""X11-Tektronix"",""X11-Style (Tektronix)""]","[""X11-Style (Tektronix)"",""scancode:x11-tektronix""]"
Metaeffekt Universe,"[""Xerox-no-attribution"",""Xerox License (no attribution)""]","[""Xerox License (no attribution)"",""scancode:mit-specification-disclaimer""]"
Metaeffekt Universe,"[""XFree86"",""XFree86 Permission""]","[""XFree86 Permission""]"
Metaeffekt Universe,"[""xxd"",""xxd License""]","[""xxd License"",""scancode:xxd""]"
Metaeffekt Universe,"[""Yahoo-BrowserPlus-EULA"",""Yahoo BrowserPlus End User License""]","[""yahoo-browserplus-eula"",""scancode:yahoo-browserplus-eula""]"
Metaeffekt Universe,"[""Yahoo-Messenger-EULA"",""Yahoo Messenger EULA""]","[""yahoo-messenger-eula"",""scancode:yahoo-messenger-eula""]"
Metaeffekt Universe,"[""Yensdesign"",""Yensdesign License""]","[""http://www.yensdesign.com/"",""yensdesign license"",""scancode:yensdesign""]"
Metaeffekt Universe,"[""yEd"",""yEd Software License Agreement""]","[""yEd Software License"",""yEd License""]"
Metaeffekt Universe,"[""YOLO-1.0"",""YOLO License 1.0""]","[""YOLO LICENSE Version 1"",""YOLO License 1"",""scancode:yolo-1.0""]"
Metaeffekt Universe,"[""YOLO-2.0"",""YOLO License 2.0""]","[""YOLO License v2"",""scancode:yolo-2.0""]"
Metaeffekt Universe,"[""Zapatec-Calendar"",""Zapatec DHTML Javascript Calendar License Agreement""]","[""Zapatec DHTML/Javascript Calendar License Agreement"",""scancode:zapatec-calendar""]"
Metaeffekt Universe,"[""ZeroMQ-Exception"",""ZeroMQ Exception""]","[""lgpl-3.0-zeromq"",""ZeroMQ exception to LGPL 3.0"",""scancode:lgpl-3.0-zeromq"",""scancode:zeromq-exception-lgpl-3.0""]"
Metaeffekt Universe,"[""ZeusBench"",""ZeusBench Notice""]","[""ZeusBench notice"",""scancode:zeusbench""]"
Metaeffekt Universe,"[""Zhorn-Stickies"",""Zhorn Stickies License""]","[""Zhorn Stickies License"",""scancode:zhorn-stickies""]"
Metaeffekt Universe,"[""ZIPList5-Geocode-Duplication-Addendum"",""ZIPList5 Geocode Duplication License Addendum""]","[""ZIPList5 Geocode Duplication License Addendum"",""scancode:ziplist5-geocode-duplication-addendum""]"
Metaeffekt Universe,"[""ZIPList5-Geocode-EULA-enterprise"",""ZIPList5 Geocode End-User Enterprise License Agreement""]","[""ZIPList5 Geocode End-User Enterprise License Agreement"",""scancode:ziplist5-geocode-end-user-enterprise""]"
Metaeffekt Universe,"[""ZIPList5-Geocode-EULA-workstation"",""ZIPList5 Geocode End-User Workstation License Agreement""]","[""ZIPList5 Geocode End-User Workstation License Agreement"",""scancode:ziplist5-geocode-end-user-workstation""]"
Metaeffekt Universe,"[""Zipeg"",""Zipeg License""]","[""Zipeg License"",""scancode:zipeg""]"
Metaeffekt Universe,"[""ZPL-1.0"",""Zope Public License 1.0""]","[""Zope Public License (ZPL) Version 1.0"",""http://www.zope.org/"",""scancode:zpl-1.0""]"
Metaeffekt Universe,"[""ZSH"",""Z Shell License""]","[""Z Shell License"",""scancode:zsh""]"
Metaeffekt Universe,"[""Zuora-Software"",""Zuora Software License""]","[""zuora-software"",""scancode:zuora-software""]"
Metaeffekt Universe,"[""Zveno-Research"",""Zveno Research License""]","[""Zveno Research License"",""scancode:zveno-research""]"
Open Knowledge International,"[""met-office-cp"",""Met Office UK Climate Projections Licence Agreement""]",[]
Open Knowledge International,"[""ukcrown"",""UK Crown Copyright""]",[]
Open Knowledge International,"[""WXwindows"",""wxWindows Library License""]",[]
Open Knowledge International,"[""mitre"",""MITRE Collaborative Virtual Workspace License (CVW License)""]",[]
Open Knowledge International,"[""dli-model-use"",""Statistics Canada: Data Liberation Initiative (DLI) - Model Data Use Licence""]",[]
Open Knowledge International,"[""geogratis"",""Geogratis""]",[]
Open Knowledge International,"[""Against-DRM"",""Against DRM""]",[]
Open Knowledge International,"[""DSL"",""Design Science License""]",[]
Open Knowledge International,"[""FAL-1.3"",""Free Art License 1.3""]",[]
Open Knowledge International,"[""GFDL-1.3-no-cover-texts-no-invariant-sections"",""GNU Free Documentation License 1.3 with no cover texts and no invariant sections""]",[]
Open Knowledge International,"[""Talis"",""Talis Community License""]",[]
Open Knowledge International,"[""hesa-withrights"",""Higher Education Statistics Agency Copyright with data.gov.uk rights""]",[]
Open Knowledge International,"[""localauth-withrights"",""Local Authority Copyright with data.gov.uk rights""]",[]
Open Knowledge International,"[""ukclickusepsi"",""UK Click Use PSI""]",[]
Open Knowledge International,"[""ukcrown-withrights"",""UK Crown Copyright with data.gov.uk rights""]",[]
Open Knowledge International,"[""ukpsi"",""UK PSI Public Sector Information""]",[]
Open Knowledge International,"[""notspecified"",""License Not Specified""]",[]
Open Knowledge International,"[""other-closed"",""Other (Not Open)""]",[]
Open Knowledge International,"[""other-nc"",""Other (Non-Commercial)""]",[]
Open Knowledge International,"[""LO-FR-2.0"",""Open License 2.0""]",[]
Open Knowledge International,"[""other-at"",""Other (Attribution)""]",[]
Open Knowledge International,"[""other-open"",""Other (Open)""]",[]
Open Knowledge International,"[""other-pd"",""Other (Public Domain)""]",[]
OpenSourceInitiative,"[""CVW"",""The MITRE Collaborative Virtual Workspace License"",""License :: OSI Approved :: MITRE Collaborative Virtual Workspace License (CVW)""]",[]
OpenSourceInitiative,"[""OPL-2.1"",""OSET Foundation Public License""]",[]
OpenSourceInitiative,"[""WXwindows"",""The wxWindows Library Licence""]",[]
OpenSourceInitiative,"[""jabberpl"",""Jabber Open Source License"",""License :: OSI Approved :: Jabber Open Source License""]",[]
OpenChainPolicyTemplate,"[""BSD 3-Clause-Attribution""]",[]
OpenChainPolicyTemplate,"[""CC-BY""]",[]
OpenChainPolicyTemplate,"[""CC BY-SA""]",[]
OpenChainPolicyTemplate,"[""CC0""]",[]
OpenChainPolicyTemplate,"[""eCos-2.0""]",[]
OpenChainPolicyTemplate,"[""WXwindows""]",[]
Hitachi open-license,"[""ZSH License""]",[]
Hitachi open-license,"[""OpenSymphony Software License, Version 1.1""]",[]
Hitachi open-license,"[""GNU General Public License Version 2 with \""CLASSPATH\"" EXCEPTION TO THE GPL VERSION 2 by Oracle""]",[]
Hitachi open-license,"[""GNU General Public License Version 2 with \""CLASSPATH\"" EXCEPTION TO THE GPL VERSION 2 by Sun Microsystems""]",[]
Hitachi open-license,"[""JDOM License (license.txt v1.1 and earlier)""]",[]
Hitachi open-license,"[""JDOM License (license.txt v1.11 and later)""]",[]
Hitachi open-license,"[""Apache JServ Public License""]",[]
Hitachi open-license,"[""CUP Parser Generator Copyright Notice, License, and Disclaimer""]",[]
Hitachi open-license,"[""The Portion of \""Open Source License for Oracle Berkeley DB Java Edition\""""]",[]
Hitachi open-license,"[""Original SSLeay License""]",[]
Hitachi open-license,"[""W3C Document License (became active on December 31 2002)""]",[]
Hitachi open-license,"[""W3C DOCUMENT NOTICE AND LICENSE (became active on April 05 1999)""]",[]
Hitachi open-license,"[""Ant-Contrib License""]",[]
Hitachi open-license,"[""Apache Jakarta Commons License""]",[]
Hitachi open-license,"[""Minpack Copyright Notice""]",[]
Hitachi open-license,"[""Apache Jakarta ORO License""]",[]
Hitachi open-license,"[""PSF LICENSE AGREEMENT FOR PYTHON 2.7.5""]",[]
Hitachi open-license,"[""BEOPEN PYTHON OPEN SOURCE LICENSE AGREEMENT VERSION 1""]",[]
Hitachi open-license,"[""CWI LICENSE AGREEMENT FOR PYTHON 0.9.0 THROUGH 1.2""]",[]
Hitachi open-license,"[""Apache BCEL License""]",[]
Hitachi open-license,"[""IAIK PKCS#11 Wrapper License""]",[]
Hitachi open-license,"[""Apache-SSL License""]",[]
Hitachi open-license,"[""Apache Xerces License""]",[]
Hitachi open-license,"[""Apache Axis License""]",[]
Hitachi open-license,"[""The CyberNeko Software License, Version 1.0""]",[]
Hitachi open-license,"[""Apache Tomcat License""]",[]
Hitachi open-license,"[""Apache Jakarta Regexp License""]",[]
Hitachi open-license,"[""Apache Crimson License""]",[]
Hitachi open-license,"[""UPX License Agreement""]",[]
Hitachi open-license,"[""XFree86 1.0 License"",""XFree86-1.0""]",[]
Hitachi open-license,"[""GLX PUBLIC LICENSE (Version 1.0 (2/11/99))""]",[]
Hitachi open-license,"[""CID FONT CODE PUBLIC LICENSE (Version 1.0 (3/31/99))""]",[]
Hitachi open-license,"[""Bitstream Vera Fonts Copyright""]",[]
Hitachi open-license,"[""Bigelow & Holmes Inc and URW++ GmbH Luxi font license""]",[]
Hitachi open-license,"[""PCRE LICENCE (PCRE 4.5 and earlier)""]",[]
Hitachi open-license,"[""Apache log4j License""]",[]
Hitachi open-license,"[""Apache Commons License""]",[]
Hitachi open-license,"[""Apache Turbine License""]",[]
Hitachi open-license,"[""Apache Ant License""]",[]
Hitachi open-license,"[""Apache Xalan License""]",[]
Hitachi open-license,"[""Apache Tomcat Connectors License""]",[]
Hitachi open-license,"[""Apache Forrest License""]",[]
Hitachi open-license,"[""Apache XML Security License""]",[]
Hitachi open-license,"[""RXTX License v 2.1""]",[]
Hitachi open-license,"[""Streaming API for XML (JSR-173) Specification Reference Implementation License Agreement""]",[]
Hitachi open-license,"[""Apache Software License, Version 1.1 (modified section 4)""]",[]
Hitachi open-license,"[""PSF LICENSE AGREEMENT FOR PYTHON""]",[]
Hitachi open-license,"[""The License for \""FREE_USE\""""]",[]
Hitachi open-license,"[""Public Domain or Free License without conditions""]",[]
Hitachi open-license,"[""PyGraphviz License""]",[]
Hitachi open-license,"[""Eclipse Foundation Software User Agreement (February 1, 2011)""]",[]
Hitachi open-license,"[""License for WSDL Schema Files""]",[]
Hitachi open-license,"[""Indiana University Extreme! Lab Software License""]",[]
Hitachi open-license,"[""Apache FOP License""]",[]
Hitachi open-license,"[""J2SSH Software License""]",[]
